"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_041176" 0 271 294 54 84 107 126 143 235 378 204 324 219 159 174 252 189
"XLOC_041177" 204 235 271 54 159 252 0 174 294 324 219 378 189 84 107 143 126
"XLOC_041178" 159 271 204 143 324 0 54 84 252 378 174 294 107 126 235 189 219
"XLOC_041179" 324 294 219 204 378 126 0 143 271 174 235 54 159 252 84 107 189
"XLOC_041180" 378 294 143 271 126 0 54 189 107 84 159 174 324 252 219 204 235
"XLOC_041181" 0 271 219 294 378 324 54 84 107 126 143 235 189 159 174 252 204
"XLOC_041182" 126 143 271 294 378 324 174 107 84 0 204 54 252 159 189 235 219
"XLOC_041183" 0 54 294 324 378 84 107 126 143 159 174 189 204 219 235 271 252
"XLOC_041184" 271 378 126 107 204 0 143 84 294 324 219 54 235 159 189 174 252
"XLOC_041185" 294 378 143 84 174 159 0 126 324 235 204 107 252 54 189 219 271
"XLOC_041186" 0 54 84 107 126 143 159 174 324 378 189 204 219 235 252 294 271
"XLOC_041187" 107 84 54 0 252 378 204 235 219 126 189 159 143 174 294 324 271
"XLOC_041188" 252 189 0 54 84 107 126 143 378 204 294 159 271 219 324 174 235
"XLOC_041189" 271 252 0 54 84 107 126 143 204 189 378 159 294 174 235 219 324
"XLOC_041190" 126 159 0 54 252 271 204 235 219 84 174 107 143 189 324 378 294
"XLOC_041191" 0 54 84 107 126 143 159 174 271 324 219 189 378 204 252 235 294
"XLOC_041192" 0 54 84 107 126 143 159 252 271 174 189 204 235 219 324 378 294
"XLOC_041193" 0 54 84 107 126 143 159 174 252 189 204 219 235 271 294 378 324
"XLOC_041194" 324 294 143 219 84 0 54 271 189 107 378 159 252 126 235 204 174
"XLOC_041195" 324 294 126 143 84 0 189 271 204 235 378 219 252 54 159 107 174
"XLOC_041196" 324 378 126 174 0 54 84 159 235 204 294 107 271 143 189 219 252
"XLOC_041197" 378 324 0 54 84 107 126 219 294 174 271 159 252 143 235 204 189
"XLOC_041198" 378 324 0 54 84 107 126 189 294 174 204 159 271 143 252 235 219
"XLOC_041199" 324 378 0 54 126 174 107 189 294 159 235 143 219 84 271 204 252
"XLOC_041200" 324 378 159 143 0 235 54 107 204 84 294 174 271 126 252 219 189
"XLOC_041201" 324 378 143 0 54 84 159 126 235 219 271 174 294 107 252 204 189
"XLOC_041202" 324 378 84 204 54 126 143 159 294 219 235 0 271 107 252 174 189
"XLOC_041203" 324 378 174 252 0 54 143 204 189 271 294 84 159 126 219 107 235
"XLOC_041204" 0 174 143 159 54 84 107 204 324 378 219 126 271 189 235 252 294
"XLOC_041205" 84 126 271 252 294 219 0 54 378 324 174 159 189 107 204 143 235
"XLOC_041206" 189 84 159 252 294 271 0 54 378 324 126 143 174 107 219 204 235
"XLOC_041207" 294 219 235 0 54 324 271 84 189 107 252 126 174 378 159 204 143
"XLOC_041208" 0 54 294 271 324 378 252 84 143 107 159 219 126 174 204 235 189
"XLOC_041209" 235 0 219 204 54 84 107 126 378 324 143 294 189 271 174 252 159
"XLOC_041210" 252 189 271 324 235 0 54 84 294 378 204 107 126 143 159 174 219
"XLOC_041211" 294 378 271 324 0 54 84 107 126 143 159 174 189 204 252 219 235
"XLOC_041212" 324 378 252 271 0 54 84 107 126 204 143 159 174 189 235 219 294
"XLOC_041213" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041214" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041215" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041216" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041217" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041218" 0 54 84 107 126 143 159 174 378 324 189 204 271 219 235 252 294
"XLOC_041219" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041220" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 294 252 271
"XLOC_041221" 0 294 54 84 107 126 143 159 378 324 174 189 204 219 235 271 252
"XLOC_041222" 324 0 54 84 107 126 143 159 378 294 174 189 204 219 235 252 271
"XLOC_041223" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041224" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041225" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041226" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041227" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 294 271 324
"XLOC_041228" 0 54 84 107 126 143 159 174 378 324 189 204 294 219 235 252 271
"XLOC_041229" 294 0 54 84 107 126 143 159 378 324 174 189 204 219 235 252 271
"XLOC_041230" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041231" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041232" 324 0 54 84 107 126 143 159 378 174 189 204 219 294 235 252 271
"XLOC_041233" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041234" 0 294 54 84 107 126 143 159 378 324 174 189 204 219 235 252 271
"XLOC_041235" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041236" 0 324 54 84 107 126 143 159 378 294 174 189 204 219 235 252 271
"XLOC_041237" 0 324 54 84 107 126 143 159 378 174 189 204 219 235 252 271 294
"XLOC_041238" 0 54 84 107 126 143 159 174 378 189 204 219 294 235 252 271 324
"XLOC_041239" 0 54 84 107 126 143 159 174 378 294 189 204 324 219 271 235 252
"XLOC_041240" 0 54 84 107 126 252 204 143 324 235 189 174 159 219 294 271 378
"XLOC_041241" 0 54 84 107 235 252 126 143 378 159 174 189 219 204 324 294 271
"XLOC_041242" 0 54 84 107 126 143 159 174 378 324 189 204 252 219 294 235 271
"XLOC_041243" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041244" 0 54 84 107 126 143 159 174 378 324 189 204 294 219 235 252 271
"XLOC_041245" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041246" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 324 271 294
"XLOC_041247" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041248" 324 0 54 84 107 126 143 159 378 174 189 204 219 235 252 271 294
"XLOC_041249" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041250" 294 0 54 84 107 126 143 159 378 324 174 189 204 219 235 252 271
"XLOC_041251" 324 0 54 84 107 126 143 159 378 174 189 204 294 219 235 252 271
"XLOC_041252" 252 204 0 54 84 107 126 143 324 378 189 159 294 174 271 219 235
"XLOC_041253" 271 294 0 54 84 107 126 143 324 378 159 174 235 189 204 219 252
"XLOC_041254" 0 54 84 107 126 143 159 174 324 378 294 189 204 219 235 271 252
"XLOC_041255" 0 54 84 107 126 143 159 174 324 378 189 204 294 219 235 252 271
"XLOC_041256" 0 54 84 107 126 143 159 174 324 378 189 204 219 235 252 271 294
"XLOC_041257" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041258" 294 0 54 84 107 126 143 159 378 271 174 189 324 204 219 235 252
"XLOC_041259" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041260" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 271 252 294
"XLOC_041261" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041262" 0 294 54 84 107 126 143 159 378 324 174 189 271 204 252 219 235
"XLOC_041263" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041264" 294 271 0 54 84 107 126 143 378 324 159 174 189 204 219 252 235
"XLOC_041265" 0 294 54 84 107 126 143 159 378 174 189 204 219 235 324 252 271
"XLOC_041266" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041267" 324 294 0 54 84 107 126 143 378 271 159 174 189 204 219 235 252
"XLOC_041268" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041269" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041270" 252 0 54 84 107 126 143 159 294 324 174 189 204 219 378 235 271
"XLOC_041271" 0 294 54 84 107 126 143 159 378 174 189 204 219 235 271 252 324
"XLOC_041272" 271 252 0 54 84 107 126 143 378 324 294 159 219 174 204 235 189
"XLOC_041273" 324 0 54 84 107 126 143 159 378 174 189 204 219 235 252 271 294
"XLOC_041274" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 324 271 294
"XLOC_041275" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 294 271 324
"XLOC_041276" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 294 252 271
"XLOC_041277" 235 0 54 84 107 126 219 204 294 271 174 189 159 143 378 324 252
"XLOC_041278" 294 0 54 84 107 126 143 159 378 174 189 204 219 324 252 235 271
"XLOC_041279" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041280" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041281" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 294 271
"XLOC_041282" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041283" 219 0 54 84 107 126 143 159 378 271 174 189 235 204 324 294 252
"XLOC_041284" 0 204 54 84 219 107 324 126 252 378 143 159 174 189 294 271 235
"XLOC_041285" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_041286" 0 54 84 107 126 143 159 174 378 189 204 219 235 324 252 271 294
"XLOC_041287" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 252 271 294
"XLOC_041288" 271 235 143 0 126 159 54 84 324 378 204 107 294 174 189 252 219
"XLOC_041289" 294 219 174 0 54 84 107 126 378 271 189 143 324 252 159 235 204
"XLOC_041290" 324 0 54 84 107 126 143 159 271 378 174 189 204 219 252 294 235
"XLOC_041291" 271 324 54 143 174 0 107 126 252 378 294 159 204 84 219 189 235
"XLOC_041292" 143 159 252 271 324 378 294 0 204 189 219 235 126 174 107 84 54
"XLOC_041293" 174 159 54 0 143 219 84 126 378 235 107 189 204 252 294 324 271
"XLOC_041294" 174 143 0 54 84 235 189 159 271 252 126 107 204 294 324 378 219
"XLOC_041295" 271 294 174 189 159 107 0 54 324 378 84 126 204 143 252 219 235
"XLOC_041296" 0 252 271 324 54 84 107 126 235 294 143 159 378 174 219 189 204
"XLOC_041297" 271 252 189 143 0 54 84 107 378 324 174 159 294 126 204 219 235
"XLOC_041298" 378 174 0 54 84 107 126 143 219 324 294 189 271 235 204 159 252
"XLOC_041299" 271 0 54 84 324 107 126 143 235 378 159 294 174 204 189 252 219
"XLOC_041300" 235 159 0 54 126 174 84 143 271 324 252 294 219 204 189 107 378
"XLOC_041301" 0 378 324 54 84 107 126 143 235 159 174 189 204 219 294 271 252
"XLOC_041302" 0 271 324 54 294 378 84 107 126 143 159 174 252 189 204 219 235
"XLOC_041303" 0 189 54 84 378 324 219 294 107 126 252 271 174 143 235 159 204
"XLOC_041304" 0 54 84 107 324 378 126 271 143 159 252 294 204 174 235 219 189
"XLOC_041305" 0 54 84 107 324 378 126 143 159 174 189 204 219 235 252 271 294
"XLOC_041306" 271 252 126 84 159 219 378 324 189 143 294 235 107 204 0 174 54
"XLOC_041307" 143 84 126 0 189 235 378 324 107 54 294 271 219 204 159 252 174
"XLOC_041308" 378 324 0 54 84 107 126 143 159 174 294 189 204 219 235 271 252
"XLOC_041309" 378 324 0 54 84 107 126 143 159 252 294 174 189 204 235 219 271
"XLOC_041310" 324 378 0 54 84 107 126 143 159 174 294 189 204 219 235 271 252
"XLOC_041311" 378 324 0 54 84 219 107 126 174 271 189 294 143 159 235 252 204
"XLOC_041312" 252 294 271 235 378 324 0 54 84 174 189 107 143 159 204 126 219
"XLOC_041313" 271 235 294 252 324 378 0 189 54 84 107 126 204 143 159 174 219
"XLOC_041314" 54 0 271 294 235 378 324 219 189 107 204 143 174 252 126 159 84
"XLOC_041315" 0 54 84 107 126 143 159 174 324 378 294 189 204 219 252 235 271
"XLOC_041316" 143 126 0 54 219 235 324 378 174 84 252 294 204 271 189 159 107
"XLOC_041317" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 271 252 294
"XLOC_041318" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_041319" 294 378 143 204 107 0 174 54 252 189 219 159 126 84 271 324 235
"XLOC_041320" 0 235 294 271 54 324 84 107 126 143 159 174 378 189 204 252 219
"XLOC_041321" 204 324 54 0 107 84 189 378 294 174 143 252 126 235 219 271 159
"XLOC_041322" 324 378 204 252 159 174 0 54 294 271 107 143 126 84 219 189 235
"XLOC_041323" 378 324 189 174 159 204 0 54 271 294 143 84 126 107 252 235 219
"XLOC_041324" 378 324 189 204 174 107 0 54 271 294 126 159 143 84 252 219 235
"XLOC_041325" 271 204 294 252 324 84 0 54 235 378 107 189 143 126 219 159 174
"XLOC_041326" 0 54 271 252 84 107 324 235 294 378 126 143 219 159 174 189 204
"XLOC_041327" 378 271 204 0 54 84 107 126 294 324 143 159 189 174 252 219 235
"XLOC_041328" 294 324 0 204 174 54 84 189 378 271 107 126 143 159 235 219 252
"XLOC_041329" 0 252 54 219 84 107 126 324 378 271 143 159 174 189 235 204 294
"XLOC_041330" 0 189 54 84 271 294 107 324 126 143 159 235 378 252 219 174 204
"XLOC_041331" 0 54 84 107 294 378 324 271 126 143 159 174 235 189 219 252 204
"XLOC_041332" 0 54 252 84 324 378 107 294 174 126 143 271 204 235 159 189 219
"XLOC_041333" 174 143 107 84 0 54 159 235 294 378 204 219 126 189 252 324 271
"XLOC_041334" 271 294 0 54 107 84 219 235 324 378 252 126 174 159 189 204 143
"XLOC_041335" 324 0 54 84 107 126 143 159 252 378 204 174 294 189 235 271 219
"XLOC_041336" 252 294 0 54 84 107 126 219 378 324 204 143 174 159 235 271 189
"XLOC_041337" 294 219 0 54 84 107 126 143 378 324 189 159 235 174 252 204 271
"XLOC_041338" 378 252 0 54 84 174 107 204 271 324 189 126 159 143 219 235 294
"XLOC_041339" 0 54 378 324 84 107 126 143 294 235 252 159 174 189 204 219 271
"XLOC_041340" 0 159 378 252 294 271 54 84 189 235 143 107 174 126 324 219 204
"XLOC_041341" 0 54 84 107 126 143 159 174 378 324 294 189 204 219 235 271 252
"XLOC_041342" 0 54 84 107 126 143 159 174 378 189 324 204 219 235 252 271 294
"XLOC_041343" 0 54 84 107 126 143 159 174 378 189 324 294 204 219 235 252 271
"XLOC_041344" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 324 271 294
"XLOC_041345" 0 54 84 107 271 378 189 235 204 126 219 174 143 159 294 324 252
"XLOC_041346" 0 54 84 107 219 378 204 235 189 126 252 174 143 159 294 271 324
"XLOC_041347" 0 54 84 107 252 324 235 204 174 143 219 189 126 159 294 378 271
"XLOC_041348" 0 54 84 107 378 324 126 143 159 174 252 189 204 219 294 271 235
"XLOC_041349" 0 54 84 107 378 252 189 235 174 159 204 219 126 143 294 324 271
"XLOC_041350" 0 54 84 107 126 143 159 235 378 219 294 324 174 189 204 252 271
"XLOC_041351" 0 54 84 107 126 143 271 235 378 219 324 294 159 174 204 252 189
"XLOC_041352" 0 189 54 84 107 126 219 143 252 324 378 294 159 174 204 235 271
"XLOC_041353" 0 54 84 107 126 143 159 174 294 189 378 204 219 235 252 271 324
"XLOC_041354" 0 54 84 107 126 189 143 235 219 324 378 294 159 174 271 252 204
"XLOC_041355" 271 378 0 159 204 107 189 235 252 294 324 54 219 84 174 143 126
"XLOC_041356" 378 324 0 143 54 159 107 235 271 294 189 126 204 84 174 252 219
"XLOC_041357" 324 378 126 143 159 0 54 84 235 271 219 107 294 204 174 189 252
"XLOC_041358" 252 378 0 54 159 84 107 126 235 294 219 204 324 189 143 174 271
"XLOC_041359" 378 294 174 0 54 84 107 126 271 252 235 159 324 143 204 189 219
"XLOC_041360" 235 219 0 54 84 107 126 143 271 378 294 252 204 159 189 174 324
"XLOC_041361" 159 204 0 54 84 107 126 143 324 294 252 174 378 189 219 235 271
"XLOC_041362" 378 294 159 189 0 54 84 107 126 324 143 219 204 271 174 252 235
"XLOC_041363" 0 324 54 84 107 126 143 159 294 378 174 189 271 204 219 235 252
"XLOC_041364" 235 294 189 143 0 54 84 107 252 324 204 126 378 159 174 219 271
"XLOC_041365" 252 219 0 54 84 107 126 174 294 378 235 271 324 143 159 204 189
"XLOC_041366" 143 271 324 378 219 0 54 84 252 107 159 174 235 126 189 204 294
"XLOC_041367" 252 324 159 174 0 54 84 107 219 204 189 143 378 126 271 235 294
"XLOC_041368" 0 107 159 143 84 54 126 189 378 324 204 235 174 219 294 252 271
"XLOC_041369" 143 189 235 252 204 159 378 324 0 54 294 271 219 174 84 126 107
"XLOC_041370" 252 324 107 219 54 84 0 378 174 294 204 235 271 143 159 189 126
"XLOC_041371" 271 252 189 143 84 0 54 204 107 126 235 294 378 324 159 219 174
"XLOC_041372" 271 294 0 54 84 107 126 143 252 219 174 189 204 159 378 324 235
"XLOC_041373" 271 0 54 84 107 126 143 159 378 324 174 189 294 204 219 235 252
"XLOC_041374" 0 271 54 84 107 126 143 159 378 174 324 189 204 219 294 235 252
"XLOC_041375" 271 252 0 54 84 107 126 294 378 143 324 159 174 189 204 219 235
"XLOC_041376" 159 0 235 271 189 54 84 107 204 174 126 143 252 219 294 324 378
"XLOC_041377" 324 204 235 252 0 54 84 107 294 378 174 126 271 143 219 159 189
"XLOC_041378" 271 324 204 189 0 54 84 107 378 252 219 126 159 143 294 235 174
"XLOC_041379" 0 294 174 189 54 84 107 126 378 324 235 143 204 219 271 252 159
"XLOC_041380" 0 54 84 107 378 126 143 159 174 189 204 219 294 235 252 271 324
"XLOC_041381" 0 54 84 107 378 294 126 143 159 174 189 204 324 271 252 235 219
"XLOC_041382" 0 54 84 107 378 324 126 219 143 159 174 189 294 204 271 252 235
"XLOC_041383" 0 54 84 107 378 324 126 143 159 174 189 204 219 235 252 294 271
"XLOC_041384" 0 54 84 107 378 324 126 143 159 219 204 174 294 189 235 271 252
"XLOC_041385" 0 54 84 107 378 294 126 143 235 159 174 189 252 204 219 271 324
"XLOC_041386" 0 54 84 107 378 294 126 143 252 271 159 174 189 204 219 324 235
"XLOC_041387" 0 54 84 107 378 235 126 143 159 174 189 204 294 219 252 271 324
"XLOC_041388" 378 294 0 54 189 84 107 126 271 324 143 219 204 174 235 159 252
"XLOC_041389" 324 271 0 54 84 107 126 143 219 378 159 235 294 174 189 252 204
"XLOC_041390" 219 294 0 54 84 107 126 143 204 324 159 174 235 189 271 252 378
"XLOC_041391" 378 324 189 204 54 107 0 143 159 294 174 84 219 126 271 235 252
"XLOC_041392" 219 235 54 0 378 324 174 84 294 271 126 107 159 143 204 252 189
"XLOC_041393" 189 204 54 219 324 378 235 126 294 252 84 174 143 271 159 107 0
"XLOC_041394" 271 235 174 143 219 84 126 107 204 159 189 54 324 0 252 294 378
"XLOC_041395" 219 378 271 252 143 107 84 0 324 294 159 54 204 126 189 174 235
"XLOC_041396" 294 378 219 174 143 107 0 54 84 126 271 235 324 252 204 189 159
"XLOC_041397" 174 294 159 189 54 0 143 84 378 324 126 235 252 107 271 204 219
"XLOC_041398" 252 219 174 159 324 378 235 0 271 126 143 54 107 294 204 189 84
"XLOC_041399" 271 219 126 159 378 324 204 174 252 294 0 189 107 235 54 143 84
"XLOC_041400" 174 189 143 159 324 378 219 235 271 204 54 252 126 294 0 107 84
"XLOC_041401" 378 235 174 252 0 54 84 107 294 324 126 189 143 159 271 219 204
"XLOC_041402" 378 324 159 174 0 84 54 143 189 294 204 107 271 126 219 252 235
"XLOC_041403" 378 324 235 252 107 0 84 126 143 189 294 54 271 159 219 204 174
"XLOC_041404" 271 252 143 174 126 0 107 84 378 189 235 54 324 294 204 159 219
"XLOC_041405" 324 252 0 54 84 107 126 294 143 378 159 174 189 204 271 235 219
"XLOC_041406" 0 54 84 107 126 143 159 174 324 378 189 204 271 219 235 252 294
"XLOC_041407" 324 294 0 54 84 107 126 143 235 378 159 174 204 189 271 219 252
"XLOC_041408" 378 324 219 174 0 54 84 107 204 294 235 126 143 159 189 271 252
"XLOC_041409" 294 252 0 143 54 84 107 126 324 378 189 159 219 174 235 204 271
"XLOC_041410" 378 324 159 174 84 0 126 143 189 294 204 107 252 54 219 235 271
"XLOC_041411" 378 324 143 174 0 54 107 84 294 271 189 126 235 159 219 204 252
"XLOC_041412" 378 294 107 143 159 174 84 0 324 219 189 54 204 126 252 235 271
"XLOC_041413" 324 378 174 126 0 107 54 143 204 189 235 84 294 159 219 252 271
"XLOC_041414" 219 324 159 189 126 0 54 84 378 271 174 107 294 143 252 204 235
"XLOC_041415" 159 324 174 204 0 54 84 107 378 271 143 189 252 126 219 235 294
"XLOC_041416" 235 271 143 0 54 84 204 126 378 174 107 159 252 189 219 324 294
"XLOC_041417" 378 324 159 174 84 107 0 54 294 252 189 126 235 143 219 204 271
"XLOC_041418" 324 378 159 174 143 0 84 54 294 271 189 107 235 126 204 219 252
"XLOC_041419" 324 378 271 294 159 107 0 84 189 252 126 54 174 143 204 219 235
"XLOC_041420" 294 271 84 174 219 235 54 0 324 126 252 159 378 107 143 204 189
"XLOC_041421" 271 294 107 84 159 235 54 0 324 126 252 143 378 204 189 174 219
"XLOC_041422" 0 324 235 252 54 84 107 126 378 219 271 143 159 174 189 204 294
"XLOC_041423" 294 271 0 204 174 219 54 84 378 235 252 143 324 189 107 126 159
"XLOC_041424" 204 189 0 54 252 219 84 107 235 324 378 271 126 294 143 159 174
"XLOC_041425" 159 204 378 324 235 143 0 107 126 54 174 84 219 189 252 271 294
"XLOC_041426" 0 54 84 107 324 378 126 143 159 174 189 204 271 294 219 235 252
"XLOC_041427" 0 54 84 107 324 378 126 143 159 174 189 204 219 235 271 252 294
"XLOC_041428" 0 54 84 107 126 143 159 174 189 204 294 324 378 271 219 252 235
"XLOC_041429" 189 204 378 324 271 159 0 54 143 84 107 126 219 174 235 252 294
"XLOC_041430" 174 189 324 378 204 0 107 54 159 143 126 84 235 219 271 252 294
"XLOC_041431" 324 378 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_041432" 294 378 0 54 84 107 126 143 324 271 159 174 189 204 252 219 235
"XLOC_041433" 324 378 0 54 84 107 126 143 159 252 174 189 204 219 271 235 294
"XLOC_041434" 324 378 0 54 84 204 107 126 252 219 143 159 174 189 294 235 271
"XLOC_041435" 252 189 0 54 84 107 126 204 378 324 219 143 174 159 294 271 235
"XLOC_041436" 324 294 271 252 174 143 378 0 84 54 204 219 189 159 107 235 126
"XLOC_041437" 294 252 271 378 0 84 235 324 219 107 204 159 143 174 126 189 54
"XLOC_041438" 204 143 0 54 324 271 378 126 84 159 294 252 219 107 235 189 174
"XLOC_041439" 378 324 0 107 54 84 143 126 271 252 189 174 294 159 235 204 219
"XLOC_041440" 271 252 378 324 0 54 84 126 107 143 174 159 204 189 219 235 294
"XLOC_041441" 84 107 189 159 126 0 54 143 378 324 174 204 219 235 271 294 252
"XLOC_041442" 54 107 84 0 143 204 174 235 378 324 126 159 189 219 271 252 294
"XLOC_041443" 143 204 378 324 271 294 54 0 174 189 84 107 159 126 219 235 252
"XLOC_041444" 204 294 324 378 235 174 271 219 0 159 143 189 84 252 126 107 54
"XLOC_041445" 0 54 174 204 84 107 378 324 252 235 219 294 189 271 159 126 143
"XLOC_041446" 54 84 271 235 324 378 294 204 189 174 107 219 159 252 143 126 0
"XLOC_041447" 235 204 0 54 378 294 324 271 84 252 219 174 126 107 189 143 159
"XLOC_041448" 294 271 0 54 324 378 126 143 219 204 84 107 252 174 189 159 235
"XLOC_041449" 294 252 189 174 324 378 204 159 271 235 0 143 126 219 107 84 54
"XLOC_041450" 174 159 189 204 271 294 378 324 126 54 219 252 143 235 84 107 0
"XLOC_041451" 84 107 54 0 126 159 294 324 235 189 143 252 219 378 204 271 174
"XLOC_041452" 294 252 174 143 126 0 235 54 324 378 271 84 204 107 189 159 219
"XLOC_041453" 235 204 324 378 143 219 159 84 189 126 0 54 174 107 252 271 294
"XLOC_041454" 143 126 107 0 54 84 252 219 378 324 294 271 174 159 189 235 204
"XLOC_041455" 174 219 235 252 0 54 107 84 378 324 126 143 159 189 271 204 294
"XLOC_041456" 219 252 107 84 54 0 159 143 271 189 204 126 235 174 294 378 324
"XLOC_041457" 126 143 0 107 54 84 294 271 174 219 378 252 324 159 204 235 189
"XLOC_041458" 378 324 54 0 219 252 159 174 143 107 84 126 294 271 204 235 189
"XLOC_041459" 252 271 0 54 235 294 378 324 126 84 204 189 174 219 143 159 107
"XLOC_041460" 0 54 84 107 378 324 126 143 235 159 174 271 189 294 204 252 219
"XLOC_041461" 159 143 107 84 378 271 252 204 324 294 174 0 126 54 219 189 235
"XLOC_041462" 271 143 84 54 107 0 294 159 324 378 204 235 252 219 174 126 189
"XLOC_041463" 174 235 294 271 84 0 107 143 324 378 252 126 159 54 219 189 204
"XLOC_041464" 271 294 324 378 204 54 0 84 143 252 219 107 235 126 189 159 174
"XLOC_041465" 84 0 107 54 324 378 219 126 189 159 174 143 294 271 204 252 235
"XLOC_041466" 54 84 107 0 378 324 189 204 126 159 174 143 294 235 219 271 252
"XLOC_041467" 189 235 324 378 0 54 294 204 84 174 143 107 126 159 219 252 271
"XLOC_041468" 271 294 324 378 84 0 54 143 219 204 252 126 235 107 174 159 189
"XLOC_041469" 204 219 252 235 324 378 0 54 107 84 174 126 271 294 143 159 189
"XLOC_041470" 252 271 189 143 378 294 54 84 107 126 174 0 324 159 219 204 235
"XLOC_041471" 174 189 324 271 107 126 0 54 294 378 143 84 219 159 235 204 252
"XLOC_041472" 174 84 271 235 204 324 378 294 159 0 189 252 143 219 107 54 126
"XLOC_041473" 0 54 159 174 252 378 324 271 219 204 189 294 126 235 143 84 107
"XLOC_041474" 126 107 84 0 143 235 378 324 204 159 174 271 54 189 252 294 219
"XLOC_041475" 271 235 0 54 126 204 294 252 324 378 143 219 84 107 159 174 189
"XLOC_041476" 174 159 126 84 0 54 271 252 378 324 294 189 143 107 204 219 235
"XLOC_041477" 174 235 378 324 126 204 0 143 219 189 84 54 107 159 252 294 271
"XLOC_041478" 126 143 54 107 84 0 294 204 378 219 271 235 252 324 174 189 159
"XLOC_041479" 174 159 294 271 219 0 189 54 107 126 143 84 235 204 252 378 324
"XLOC_041480" 204 54 324 143 271 84 294 378 174 235 159 189 126 107 219 0 252
"XLOC_041481" 271 294 219 174 235 107 54 0 204 378 126 84 324 143 189 159 252
"XLOC_041482" 252 235 324 378 294 271 84 107 143 126 54 0 204 159 174 189 219
"XLOC_041483" 143 174 107 84 54 0 126 159 378 324 189 219 204 252 294 235 271
"XLOC_041484" 324 378 204 174 294 252 0 54 107 84 143 126 271 159 189 219 235
"XLOC_041485" 378 294 0 54 84 107 126 324 143 252 159 174 189 204 271 219 235
"XLOC_041486" 0 107 294 271 84 54 174 143 378 324 159 126 189 204 235 219 252
"XLOC_041487" 174 159 271 294 378 324 252 235 0 54 189 219 126 204 107 143 84
"XLOC_041488" 0 54 294 252 324 271 378 235 126 159 219 204 174 189 84 143 107
"XLOC_041489" 107 126 189 143 84 0 378 294 271 252 324 235 159 54 219 174 204
"XLOC_041490" 204 294 189 219 54 0 107 84 324 271 174 126 378 252 235 143 159
